Company,Year_term,Lighting_Fixed rate lighting,Lighting_Meter rate lighting A/B,Lighting_Meter rate lighting C,Lighting_Temporary lighting,Lighting_Agricultural lighting,Lighting_Public street lighting,Lighting_Total Lighting - optional contracs,Lighting_Total Lighting - optional contracs2,Lighting_Total Lighting,Power_Commercial use power - optional contracts,Power_Commercial use power,Power_Small use power_Low voltage power - optipnal contracts,Power_Small use power_Low voltage power,Power_Small use power_High voltage power A - optinal contracts,Power_Small use power_High voltage power A,Power_Small use power_Total Small use power - optional contracts,Power_Small use power_Total Small use power,Power_High voltage power B - optional contracts,Power_High voltage power B,Power_Other power services_Temporary power,Power_Other power services_Agricultural power,Power_Other power services_Construction power,Power_Other power services_Business use power,Power_Other power services_High voltage power B - optional contracts,Power_Other power services_High voltage power B,Power_Other power services_Commercial use power,Power_Other power services_High voltage power A/B,Power_Other power services_Other power services - optional contracts,Power_Other power services_Total Other power services,Power_Total Power - optional contracts,Power_Total Power,Total of Lighting and Power
会社名,年期,電灯需要_定額電灯,電灯需要_従量電灯AB,電灯需要_従量電灯C,電灯需要_臨時電灯,電灯需要_農事用電灯,電灯需要_公衆街路灯,電灯需要_電灯計_選択約款,電灯需要_電灯計_選択約款2,電灯需要_電灯合計,電力需要_業務用電力_選択約款,電力需要_業務用電力,電力需要_小口電力_低圧電力_選択約款,電力需要_小口電力_低圧電力,電力需要_小口電力_高圧電力Ａ_選択約款,電力需要_小口電力_高圧電力A,電力需要_小口電力_小口計_選択約款,電力需要_小口電力_計,電力需要_高圧電力Ｂ_選択約款,電力需要_高圧電力Ｂ,電力需要_その他電力_臨時電力,電力需要_その他電力_農事用電力,電力需要_その他電力_建設工事用電力,電力需要_その他電力_事業用電力,電力需要_その他電力_高圧電力Ｂ_選択約款,電力需要_その他電力_高圧電力Ｂ,電力需要_その他電力_業務用電力,電力需要_その他電力_高圧電力AB,電力需要_その他電力_その他電力_選択約款,電力需要_その他電力_その他電力計,電力需要_電力計_選択約款,電力需要_電力計,電灯電力計
Kyushu,199306,100107,5399094,147340,29800,447,415185,,,6098593,,,,718734,,19564,,738298,,,,,,,,,,,,,,,
Okinawa,199306,3032,521590,,2879,,50268,,,577921,,,,54351,,1009,,55360,,,,,,,,,,,,,,,
Hokkaido,199305,57629,2351028,65456,11338,,517919,,,3010035,,,,185631,,9712,,195343,,,,,,,,,,,,,,,
Tohoku,199305,113052,4426489,153087,17003,0,908494,,,5620700,,,,825397,,25860,,851257,,,,,,,,,,,,,,,
Tokyo,199305,387713,16618950,869196,74507,,2956482,,,20923909,,,,2017527,,76798,,2094325,,,,,,,,,,,,,,,
Chubu,199305,127104,5674128,337139,35653,973,1100739,,,7286904,,,,921283,,49810,,971093,,,,,,,,,,,,,,,
Hokuriku,199305,26720,1091469,55674,7312,0,215503,,,1398693,,,,231490,,9637,,241127,,,,,,,,,,,,,,,
Kansai,199305,132366,8326815,216831,32675,0,1383162,,,10101242,,,,975213,,43490,,1018703,,,,,,,,,,,,,,,
Chugoku,199305,58334,3280945,54267,17299,167,466951,,,3882310,,,,386095,,18405,,404500,,,,,,,,,,,,,,,
Shikoku,199305,31727,1775955,35835,11133,,228997,,,2088824,,,,244057,,9813,,253870,,,,,,,,,,,,,,,
Kyushu,199305,99955,5383930,146917,29247,439,414299,,,6081343,,,,717895,,19521,,737416,,,,,,,,,,,,,,,
Okinawa,199305,3026,521053,,3045,,50229,,,577498,,,,54154,,995,,55149,,,,,,,,,,,,,,,
Hokkaido,199304,57472,2348296,65321,8950,,516020,,,3002409,,,,185752,,9717,,195469,,,,,,,,,,,,,,,
Tohoku,199304,113056,4412739,152689,20876,0,905444,,,5607261,,,,825436,,25837,,851273,,,,,,,,,,,,,,,
Tokyo,199304,387070,16583872,865410,77565,,2951315,,,20881094,,,,2016912,,76815,,2093727,,,,,,,,,,,,,,,
Chubu,199304,126803,5665106,336179,37791,1737,1098483,,,7276905,,,,920996,,49727,,970723,,,,,,,,,,,,,,,
Hokuriku,199304,26637,1089905,55491,7408,0,214679,,,1396010,,,,231577,,9626,,241203,,,,,,,,,,,,,,,
Kansai,199304,131935,8300760,216243,32172,0,1381321,,,10071057,,,,974477,,43444,,1017921,,,,,,,,,,,,,,,
Chugoku,199304,58003,3269913,54155,18324,177,465651,,,3870251,,,,385859,,18392,,404251,,,,,,,,,,,,,,,
Shikoku,199304,31566,1772801,35765,11874,,228256,,,2085422,,,,243999,,9802,,253801,,,,,,,,,,,,,,,
Kyushu,199304,99729,5337772,146367,31332,128,412386,,,6034173,,,,717419,,19466,,736885,,,,,,,,,,,,,,,
Okinawa,199304,3015,521638,,3437,,50116,,,578341,,,,54039,,991,,55030,,,,,,,,,,,,,,,
Hokkaido,199303,57285,2357621,65249,7323,,515055,,,3008391,,,,185915,,9692,,195607,,,,,,,,,,,,,,,
Tohoku,199303,112725,4404045,152224,24106,0,868311,,,5563590,,,,825573,,25801,,851374,,,,,,,,,,,,,,,
Tokyo,199303,385640,16532977,861105,97818,,2944043,,,20837071,,,,2016652,,76768,,2093420,,,,,,,,,,,,,,,
Chubu,199303,126158,5647708,334852,48932,2244,1094683,,,7264949,,,,920659,,49660,,970319,,,,,,,,,,,,,,,
Hokuriku,199303,26620,1086269,55301,8904,1,213561,,,1392346,,,,231668,,9602,,241270,,,,,,,,,,,,,,,
Kansai,199303,131341,8287182,215540,37151,0,1376911,,,10055805,,,,973903,,43393,,1017296,,,,,,,,,,,,,,,
Chugoku,199303,57622,3263900,53974,21675,250,463813,,,3864928,,,,385701,,18360,,404061,,,,,,,,,,,,,,,
Shikoku,199303,31503,1768710,35636,13785,,227239,,,2081989,,,,243887,,9782,,253669,,,,,,,,,,,,,,,
Kyushu,199303,98961,5358237,145704,39041,54,410062,,,6058319,,,,717082,,19385,,736467,,,,,,,,,,,,,,,
Okinawa,199303,3004,519465,,3536,,49710,,,575843,,,,53997,,984,,54981,,,,,,,,,,,,,,,
Hokkaido,199302,57211,2332860,65029,6998,,514146,,,2981690,,,,185821,,9704,,195525,,,,,,,,,,,,,,,
Tohoku,199302,112552,4400415,151791,20648,0,859769,,,5547231,,,,825700,,25738,,851438,,,,,,,,,,,,,,,
Tokyo,199302,384723,16516573,857506,106938,,2938705,,,20819319,,,,2016052,,76676,,2092728,,,,,,,,,,,,,,,
Chubu,199302,125747,5637218,333658,51605,2373,1092346,,,7253119,,,,920673,,49580,,970253,,,,,,,,,,,,,,,
Hokuriku,199302,26582,1085090,55137,9125,0,212831,,,1390336,,,,231739,,9577,,241316,,,,,,,,,,,,,,,
Kansai,199302,130901,8284718,215239,37535,0,1375690,,,10051206,,,,974195,,43400,,1017595,,,,,,,,,,,,,,,
Chugoku,199302,57444,3263360,53886,22186,279,462851,,,3863370,,,,385726,,18327,,404053,,,,,,,,,,,,,,,
Shikoku,199302,31510,1767306,35566,14051,,226699,,,2080196,,,,243881,,9768,,253649,,,,,,,,,,,,,,,
Kyushu,199302,98548,5362094,145345,40474,55,408160,,,6060872,,,,717131,,19337,,736468,,,,,,,,,,,,,,,
Okinawa,199302,2999,517900,,3501,,49630,,,574154,,,,54073,,980,,55053,,,,,,,,,,,,,,,
Hokkaido,199301,57071,2330728,64894,8231,,513151,,,2979386,,,,185981,,9716,,195697,,,,,,,,,,,,,,,
Tohoku,199301,112496,4396369,151439,20623,0,846294,,,5529198,,,,826122,,25724,,851846,,,,,,,,,,,,,,,
Tokyo,199301,384158,16497419,854248,99881,,2934294,,,20784365,,,,2016852,,76745,,2093597,,,,,,,,,,,,,,,
Chubu,199301,125400,5630194,332808,48937,2415,1090300,,,7240047,,,,921401,,49572,,970973,,,,,,,,,,,,,,,
Hokuriku,199301,26500,1084657,54984,8753,0,212341,,,1388651,,,,231955,,9556,,241511,,,,,,,,,,,,,,,
Kansai,199301,130737,8281834,214929,39052,0,1373766,,,10047072,,,,974867,,43420,,1018287,,,,,,,,,,,,,,,
Chugoku,199301,57320,3261053,53836,21121,322,461807,,,3858600,,,,385997,,18315,,404312,,,,,,,,,,,,,,,
Shikoku,199301,31488,1765882,35539,13432,,225952,,,2077267,,,,243975,,9742,,253717,,,,,,,,,,,,,,,
Kyushu,199301,98431,5360382,144958,37938,59,406231,,,6054020,,,,717727,,19313,,737040,,,,,,,,,,,,,,,
Okinawa,199301,3015,517424,,3394,,49484,,,573436,,,,54162,,978,,55140,,,,,,,,,,,,,,,
Hokkaido,199212,56909,2333109,64458,11874,,511309,,,2982604,,,,185653,,9692,,195345,,,,,,,,,,,,,,,
Tohoku,199212,112341,4390554,150693,25560,0,828734,,,5509763,,,,825989,,25677,,851666,,,,,,,,,,,,,,,
Tokyo,199212,383218,16484180,850221,100820,,2927145,,,20759347,,,,2016302,,76703,,2093005,,,,,,,,,,,,,,,
Chubu,199212,124998,5623593,331027,49247,2348,1086869,,,7227919,,,,921237,,49516,,970753,,,,,,,,,,,,,,,
Hokuriku,199212,26439,1084296,54691,9525,0,211515,,,1387710,,,,232028,,9538,,241566,,,,,,,,,,,,,,,
Kansai,199212,130334,8273672,214190,37537,0,1369885,,,10032042,,,,974308,,43389,,1017697,,,,,,,,,,,,,,,
Chugoku,199212,57133,3259723,53696,21642,353,460663,,,3856153,,,,386043,,18263,,404306,,,,,,,,,,,,,,,
Shikoku,199212,31458,1764530,35448,13371,,225040,,,2074764,,,,243907,,9747,,253654,,,,,,,,,,,,,,,
Kyushu,199212,98020,5355115,144190,38107,201,403553,,,6044978,,,,716935,,19251,,736186,,,,,,,,,,,,,,,
Okinawa,199212,3028,516962,,3384,,49287,,,572774,,,,54242,,969,,55211,,,,,,,,,,,,,,,
Hokkaido,199211,56764,2333783,64179,13008,,508892,,,2981241,,,,185672,,9677,,195349,,,,,,,,,,,,,,,
Tohoku,199211,112260,4385996,150428,23324,0,813664,,,5487428,,,,825882,,25626,,851508,,,,,,,,,,,,,,,
Tokyo,199211,382629,16467584,846216,98633,,2920917,,,20729198,,,,2015409,,76671,,2092080,,,,,,,,,,,,,,,
Chubu,199211,124658,5617154,329575,47885,1925,1084445,,,7215257,,,,920706,,49418,,970124,,,,,,,,,,,,,,,
Hokuriku,199211,26338,1083234,54468,9711,0,210953,,,1385737,,,,232098,,9532,,241630,,,,,,,,,,,,,,,
Kansai,199211,130039,8266179,213580,37353,0,1367996,,,10021146,,,,973914,,43348,,1017262,,,,,,,,,,,,,,,
Chugoku,199211,56974,3256645,53544,20805,310,459384,,,3850314,,,,385842,,18213,,404055,,,,,,,,,,,,,,,
Shikoku,199211,31434,1763502,35336,12787,,224050,,,2071926,,,,243650,,9749,,253399,,,,,,,,,,,,,,,
Kyushu,199211,97962,5349861,143486,37296,1226,401844,,,6037148,,,,715956,,19186,,735142,,,,,,,,,,,,,,,
Okinawa,199211,3029,516457,,3189,,49064,,,571845,,,,54332,,963,,55295,,,,,,,,,,,,,,,
Hokkaido,199210,56650,2330882,63814,15389,,508017,,,2978998,,,,185519,,9634,,195153,,,,,,,,,,,,,,,
Tohoku,199210,112214,4381889,150050,24951,0,804174,,,5474957,,,,826018,,25571,,851589,,,,,,,,,,,,,,,
Tokyo,199210,382034,16445500,841708,93333,,2914826,,,20690081,,,,2015244,,76582,,2091826,,,,,,,,,,,,,,,
Chubu,199210,124206,5608105,328217,44939,1436,1081463,,,7197725,,,,920548,,49276,,969824,,,,,,,,,,,,,,,
Hokuriku,199210,26310,1082155,54254,9490,18,210269,,,1383375,,,,232281,,9489,,241770,,,,,,,,,,,,,,,
Kansai,199210,129686,8255958,212779,38580,0,1365296,,,10007949,,,,973502,,43286,,1016788,,,,,,,,,,,,,,,
Chugoku,199210,56682,3253200,53414,19469,344,458178,,,3843591,,,,385927,,18179,,404106,,,,,,,,,,,,,,,
Shikoku,199210,31352,1761527,35223,12017,,223293,,,2068152,,,,243560,,9721,,253281,,,,,,,,,,,,,,,
Kyushu,199210,97736,5343575,143004,34571,2633,400185,,,6026721,,,,715246,,19121,,734367,,,,,,,,,,,,,,,
Okinawa,199210,3033,515840,,2924,,48925,,,570811,,,,54223,,960,,55183,,,,,,,,,,,,,,,
Hokkaido,199209,56552,2329344,63597,15299,,505533,,,2974270,,,,185336,,9613,,194949,,,,,,,,,,,,,,,
Tohoku,199209,112219,4375806,149401,23454,,785568,,,5447996,,,,825421,,25474,,850895,,,,,,,,,,,,,,,
Tokyo,199209,381329,16424453,837876,90144,,2908685,,,20654633,,,,2014804,,76485,,2091289,,,,,,,,,,,,,,,
Chubu,199209,123851,5598150,327073,42179,1464,1078849,,,7180694,,,,920284,,49186,,969470,,,,,,,,,,,,,,,
Hokuriku,199209,26257,1080960,54034,8964,25,209367,,,1380399,,,,232362,,9456,,241818,,,,,,,,,,,,,,,
Kansai,199209,129425,8247017,212135,36729,,1363336,,,9994032,,,,972721,,43256,,1015977,,,,,,,,,,,,,,,
Chugoku,199209,56599,3249263,53290,18550,352,457036,,,3836951,,,,385762,,18150,,403912,,,,,,,,,,,,,,,
Shikoku,199209,31321,1759648,35145,11450,,222427,,,2064661,,,,243455,,9681,,253136,,,,,,,,,,,,,,,
Kyushu,199209,97526,5337148,142505,32075,3287,398730,,,6015909,,,,714751,,19042,,733793,,,,,,,,,,,,,,,
Okinawa,199209,3032,514996,,2648,,48854,,,569611,,,,54158,,960,,55118,,,,,,,,,,,,,,,
Hokkaido,199208,56376,2327006,63237,14846,,503697,,,2968637,,,,184896,,9610,,194506,,,,,,,,,,,,,,,
Tohoku,199208,112214,4373524,148655,23297,,770742,,,5429904,,,,825191,,25388,,850579,,,,,,,,,,,,,,,
Tokyo,199208,380870,16413122,834381,90228,,2904292,,,20634491,,,,2013413,,76343,,2089756,,,,,,,,,,,,,,,
Chubu,199208,123351,5592435,325962,42358,1452,1075842,,,7170023,,,,919862,,49106,,968968,,,,,,,,,,,,,,,
Hokuriku,199208,26207,1079755,53850,8501,6,208465,,,1377500,,,,232316,,9418,,241734,,,,,,,,,,,,,,,
Kansai,199208,129073,8241454,211637,34574,,1360543,,,9982288,,,,972411,,43198,,1015609,,,,,,,,,,,,,,,
Chugoku,199208,56482,3247315,53244,17719,196,455961,,,3832338,,,,385672,,18120,,403792,,,,,,,,,,,,,,,
Shikoku,199208,31334,1758898,35072,11230,,221965,,,2063073,,,,243378,,9653,,253031,,,,,,,,,,,,,,,
Kyushu,199208,97361,5332760,142125,30737,2851,397531,,,6007465,,,,713976,,18997,,732973,,,,,,,,,,,,,,,
Okinawa,199208,3029,514340,,2655,,48712,,,568804,,,,54053,,960,,55013,,,,,,,,,,,,,,,
Hokkaido,199207,56262,2324516,63041,15426,,502503,,,2965044,,,,184474,,9586,,194060,,,,,,,,,,,,,,,
Tohoku,199207,112201,4368941,148087,22557,,755455,,,5408624,,,,824139,,25321,,849460,,,,,,,,,,,,,,,
Tokyo,199207,380138,16399835,830273,88598,,2899503,,,20608979,,,,2010170,,76242,,2086412,,,,,,,,,,,,,,,
Chubu,199207,122705,5587222,326478,38994,670,1073213,,,7154129,,,,918872,,49003,,967875,,,,,,,,,,,,,,,
Hokuriku,199207,26166,1078705,53622,8191,,207450,,,1374810,,,,232236,,9388,,241624,,,,,,,,,,,,,,,
Kansai,199207,128504,8236004,210894,32972,,1358099,,,9971080,,,,970796,,43132,,1013928,,,,,,,,,,,,,,,
Chugoku,199207,56350,3243976,53116,17066,170,454900,,,3826650,,,,384918,,18078,,402996,,,,,,,,,,,,,,,
Shikoku,199207,31340,1756837,34963,10946,,221534,,,2060074,,,,242988,,9637,,252625,,,,,,,,,,,,,,,
Kyushu,199207,97155,5329960,141544,30363,1325,396195,,,6000277,,,,712447,,18933,,731380,,,,,,,,,,,,,,,
Okinawa,199207,3021,513528,,2496,,48577,,,567685,,,,53908,,956,,54864,,,,,,,,,,,,,,,
Hokkaido,199206,56206,2320559,62848,12436,,501488,,,2956153,,,,184114,,9588,,193702,,,,,,,,,,,,,,,
Tohoku,199206,112305,4364538,147730,17366,,743581,,,5386756,,,,823206,,25264,,848470,,,,,,,,,,,,,,,
Tokyo,199206,379510,16379424,826171,80846,,2895656,,,20570680,,,,2007098,,76122,,2083220,,,,,,,,,,,,,,,
Chubu,199206,122337,5579342,325371,35907,774,1071198,,,7139121,,,,917886,,48880,,966766,,,,,,,,,,,,,,,
Hokuriku,199206,26121,1077722,53290,6952,,206616,,,1371304,,,,232043,,9357,,241400,,,,,,,,,,,,,,,
Kansai,199206,128102,8226951,210359,30708,,1356119,,,9956440,,,,969416,,43014,,1012457,,,,,,,,,,,,,,,
Chugoku,199206,56247,3240307,53007,16359,177,453652,,,3820503,,,,384097,,17881,,401978,,,,,,,,,,,,,,,
Shikoku,199206,31368,1755414,34882,10690,,221071,,,2057524,,,,242547,,9617,,252164,,,,,,,,,,,,,,,
Kyushu,199206,96990,5323427,141221,28501,487,394763,,,5987996,,,,710658,,18890,,729548,,,,,,,,,,,,,,,
Okinawa,199206,3021,512828,,2593,,48532,,,567020,,,,53641,,952,,54593,,,,,,,,,,,,,,,
Hokkaido,199205,56105,2315655,62659,10077,,500934,,,2947841,,,,184010,,9586,,193596,,,,,,,,,,,,,,,
Tohoku,199205,112346,4359082,146845,15826,,733574,,,5368736,,,,822783,,25192,,847975,,,,,,,,,,,,,,,
Tokyo,199205,378561,16356739,822448,78524,,2891771,,,20535680,,,,2004753,,76000,,2080753,,,,,,,,,,,,,,,
Chubu,199205,122034,5572722,324273,34280,1040,1069754,,,7127906,,,,917250,,48811,,966061,,,,,,,,,,,,,,,
Hokuriku,199205,26040,1077172,53162,6271,,205805,,,1368967,,,,232013,,9335,,241348,,,,,,,,,,,,,,,
Kansai,199205,127591,8215082,209690,30774,,1354370,,,9941514,,,,968147,,42963,,1011110,,,,,,,,,,,,,,,
Chugoku,199205,56048,3235029,52908,15997,186,451571,,,3812288,,,,383578,,17977,,401555,,,,,,,,,,,,,,,
Shikoku,199205,31359,1753629,34814,10693,,220464,,,2054811,,,,242184,,9601,,251785,,,,,,,,,,,,,,,
Kyushu,199205,96835,5306000,140684,28204,458,392946,,,5967246,,,,709190,,18861,,728051,,,,,,,,,,,,,,,
Okinawa,199205,3019,511912,,2756,,48373,,,566105,,,,53467,,949,,54416,,,,,,,,,,,,,,,
Hokkaido,199204,55981,2316943,62638,8274,,496838,,,2942959,,,,184079,,9578,,193657,,,,,,,,,,,,,,,
Tohoku,199204,112344,4346945,146416,19175,,727627,,,5353480,,,,822725,,25140,,847865,,,,,,,,,,,,,,,
Tokyo,199204,377838,16303504,818389,84078,,2886732,,,20478004,,,,2003718,,75908,,2079626,,,,,,,,,,,,,,,
Chubu,199204,121622,5560815,322958,36401,1982,1067195,,,7114544,,,,916731,,48653,,965384,,,,,,,,,,,,,,,
Hokuriku,199204,25988,1075745,52955,6385,,204695,,,1366254,,,,232142,,9321,,241463,,,,,,,,,,,,,,,
Kansai,199204,126951,8186902,208781,31734,,1351493,,,9909806,,,,967179,,42885,,1010064,,,,,,,,,,,,,,,
Chugoku,199204,55833,3222930,52691,17265,211,449871,,,3799321,,,,383019,,17960,,400979,,,,,,,,,,,,,,,
Shikoku,199204,31279,1749970,34680,11697,,219603,,,2051034,,,,242016,,9570,,251586,,,,,,,,,,,,,,,
Kyushu,199204,96620,5257491,139979,31258,132,390553,,,5918122,,,,708552,,18819,,727371,,,,,,,,,,,,,,,
Okinawa,199204,3010,512472,,2997,,48178,,,566701,,,,53299,,948,,54247,,,,,,,,,,,,,,,
Hokkaido,199203,55825,2315226,62375,5876,,498374,,,2939730,,,,184048,,9576,,193624,,,,,,,,,,,,,,,
Tohoku,199203,112067,4337419,145875,20527,,691982,,,5308698,,,,822874,,25081,,847955,,,,,,,,,,,,,,,
Tokyo,199203,375931,16245548,813831,100343,,2878053,,,20420853,,,,2002490,,75741,,2078231,,,,,,,,,,,,,,,
Chubu,199203,121147,5542830,321578,46099,2508,1063076,,,7100581,,,,916196,,48502,,964698,,,,,,,,,,,,,,,
Hokuriku,199203,25937,1071910,52746,7716,,203717,,,1362480,,,,232119,,9282,,241401,,,,,,,,,,,,,,,
Kansai,199203,126293,8174892,207936,34888,,1347876,,,9895738,,,,966529,,42782,,1009311,,,,,,,,,,,,,,,
Chugoku,199203,55437,3217848,52500,20412,279,448499,,,3795476,,,,382811,,17908,,400719,,,,,,,,,,,,,,,
Shikoku,199203,31181,1746031,34580,13422,,218703,,,2047677,,,,241910,,9533,,251443,,,,,,,,,,,,,,,
Kyushu,199203,96099,5278917,139399,38052,70,387972,,,5942581,,,,708206,,18733,,726939,,,,,,,,,,,,,,,
Okinawa,199203,3038,510784,,3105,,47921,,,564892,,,,53211,,949,,54160,,,,,,,,,,,,,,,
Hokkaido,199202,55741,2296539,62198,5972,,497635,,,2919961,,,,184043,,9559,,193602,,,,,,,,,,,,,,,
Tohoku,199202,111894,4333776,145645,19337,,688954,,,5300341,,,,822863,,25022,,847885,,,,,,,,,,,,,,,
Tokyo,199202,374691,16229493,810229,105358,,2872885,,,20399390,,,,2001920,,75656,,2077576,,,,,,,,,,,,,,,
Chubu,199202,120870,5533170,320353,48989,2657,1060642,,,7089795,,,,916090,,48387,,964477,,,,,,,,,,,,,,,
Hokuriku,199202,25923,1070006,52479,8302,1,203030,,,1360128,,,,232136,,9259,,241395,,,,,,,,,,,,,,,
Kansai,199202,125848,8170330,207350,36742,,1345955,,,9889995,,,,966380,,42696,,1009076,,,,,,,,,,,,,,,
Chugoku,199202,55303,3216793,52387,20883,375,447865,,,3794101,,,,382766,,17882,,400648,,,,,,,,,,,,,,,
Shikoku,199202,31173,1744370,34504,13618,,218008,,,2045371,,,,241839,,9507,,251346,,,,,,,,,,,,,,,
Kyushu,199202,95656,5282556,138912,39079,64,386994,,,5945282,,,,708049,,18653,,726702,,,,,,,,,,,,,,,
Okinawa,199202,3031,509012,,3196,,47836,,,563118,,,,53258,,947,,54205,,,,,,,,,,,,,,,
Hokkaido,199201,55582,2292437,61898,6731,,496077,,,2914564,,,,184016,,9555,,193571,,,,,,,,,,,,,,,
Tohoku,199201,111635,4329080,145283,18953,,683780,,,5289405,,,,823008,,24963,,847971,,,,,,,,,,,,,,,
Tokyo,199201,373995,16208541,806431,101228,,2867741,,,20364198,,,,2002311,,75604,,2077915,,,,,,,,,,,,,,,
Chubu,199201,120614,5526664,319397,46953,2704,1058323,,,7077428,,,,916358,,48274,,964632,,,,,,,,,,,,,,,
Hokuriku,199201,25902,1069100,52319,8205,1,202306,,,1358158,,,,232224,,9240,,241464,,,,,,,,,,,,,,,
Kansai,199201,125576,8166302,206849,38708,,1344106,,,9885228,,,,966539,,42653,,1009192,,,,,,,,,,,,,,,
Chugoku,199201,55236,3213652,52314,19837,399,446752,,,3788675,,,,382802,,17867,,400669,,,,,,,,,,,,,,,
Shikoku,199201,31198,1743100,34461,12851,,217400,,,2042533,,,,241936,,9485,,251421,,,,,,,,,,,,,,,
Kyushu,199201,95473,5279049,138517,36326,66,385548,,,5936952,,,,708202,,18622,,726824,,,,,,,,,,,,,,,
Okinawa,199201,3031,508466,,3129,,47742,,,562408,,,,53326,,946,,54272,,,,,,,,,,,,,,,
Hokkaido,199112,55350,2294973,61508,10158,,494503,,,2918097,,,,183759,,9531,,193290,,,,,,,,,,,,,,,
Tohoku,199112,111520,4323876,144549,24084,,679612,,,5284203,,,,822604,,24883,,847487,,,,,,,,,,,,,,,
Tokyo,199112,373054,16187430,802254,102482,,2861339,,,20332567,,,,2000961,,75442,,2076403,,,,,,,,,,,,,,,
Chubu,199112,120133,5520441,317923,45179,2636,1054831,,,7063563,,,,915860,,48156,,964016,,,,,,,,,,,,,,,
Hokuriku,199112,25840,1068718,52046,8770,,201586,,,1357251,,,,232313,,9232,,241545,,,,,,,,,,,,,,,
Kansai,199112,125182,8157211,206040,37065,,1340555,,,9869618,,,,965737,,42523,,1008260,,,,,,,,,,,,,,,
Chugoku,199112,55150,3210797,52141,20018,432,445217,,,3784225,,,,382624,,17820,,400444,,,,,,,,,,,,,,,
Shikoku,199112,31171,1742127,34409,12636,,216739,,,2040331,,,,241754,,9490,,251244,,,,,,,,,,,,,,,
Kyushu,199112,95309,5273424,137870,35077,118,383395,,,5927114,,,,707374,,18582,,725956,,,,,,,,,,,,,,,
Okinawa,199112,3018,507798,,3127,,47543,,,561525,,,,53364,,942,,54306,,,,,,,,,,,,,,,
Hokkaido,199111,55149,2293505,61205,11719,,492675,,,2915714,,,,183702,,9495,,193197,,,,,,,,,,,,,,,
Tohoku,199111,111439,4319404,144148,22193,,675020,,,5272603,,,,822460,,24794,,847254,,,,,,,,,,,,,,,
Tokyo,199111,372228,16169056,798300,100389,,2855712,,,20301025,,,,1999252,,75212,,2074464,,,,,,,,,,,,,,,
Chubu,199111,119512,5512693,316303,45557,2205,1052045,,,7050314,,,,915116,,47947,,963063,,,,,,,,,,,,,,,
Hokuriku,199111,25779,1067739,51794,9077,1,200890,,,1355523,,,,232394,,9171,,241565,,,,,,,,,,,,,,,
Kansai,199111,124891,8147122,205336,36735,,1338022,,,9855464,,,,964925,,42419,,1007344,,,,,,,,,,,,,,,
Chugoku,199111,55117,3207449,51982,18789,404,444169,,,3778359,,,,382311,,17766,,400077,,,,,,,,,,,,,,,
Shikoku,199111,31146,1740710,34293,12021,,216054,,,2037106,,,,241427,,9456,,250883,,,,,,,,,,,,,,,
Kyushu,199111,95148,5266575,137234,33397,1601,382322,,,5918147,,,,706055,,18496,,724551,,,,,,,,,,,,,,,
Okinawa,199111,3104,506810,,2956,,47260,,,560169,,,,53320,,935,,54255,,,,,,,,,,,,,,,
Hokkaido,199110,54944,2291581,60846,14431,,491586,,,2914685,,,,183547,,9457,,193004,,,,,,,,,,,,,,,
Tohoku,199110,111429,4314208,143464,22880,,670472,,,5262800,,,,822460,,24667,,847127,,,,,,,,,,,,,,,
Tokyo,199110,371404,16131989,794231,94650,,2849955,,,20247189,,,,1998109,,75028,,2073137,,,,,,,,,,,,,,,
Chubu,199110,119285,5501910,314931,42250,1716,1048163,,,7029820,,,,914558,,47776,,962334,,,,,,,,,,,,,,,
Hokuriku,199110,25760,1066265,51575,8520,19,199990,,,1352354,,,,232633,,9152,,241785,,,,,,,,,,,,,,,
Kansai,199110,124551,8137338,204649,38433,,1335589,,,9843743,,,,964458,,42312,,1006770,,,,,,,,,,,,,,,
Chugoku,199110,55105,3203537,51814,17901,428,442873,,,3772090,,,,382346,,17713,,400059,,,,,,,,,,,,,,,
Shikoku,199110,31139,1738929,34214,11605,,215152,,,2033539,,,,241250,,9432,,250682,,,,,,,,,,,,,,,
Kyushu,199110,95018,5260532,136639,31486,2643,381938,,,5910085,,,,706317,,18444,,724761,,,,,,,,,,,,,,,
Okinawa,199110,3114,506564,,2710,,47158,,,559584,,,,53293,,932,,54225,,,,,,,,,,,,,,,
Hokkaido,199109,54806,2288139,60516,14087,,490132,,,2908882,,,,183164,,9425,,192589,,,,,,,,,,,,,,,
Tohoku,199109,111506,4307745,143072,21195,,666146,,,5249979,,,,822060,,24558,,846618,,,,,,,,,,,,,,,
Tokyo,199109,370626,16106889,790397,92308,,2844338,,,20209054,,,,1997101,,74858,,2071959,,,,,,,,,,,,,,,
Chubu,199109,118966,5492399,313826,40072,1714,1044840,,,7012953,,,,914106,,47639,,961745,,,,,,,,,,,,,,,
Hokuriku,199109,25788,1064992,51389,8121,24,199173,,,1349707,,,,232845,,9136,,241981,,,,,,,,,,,,,,,
Kansai,199109,124271,8126495,203980,34729,,1332773,,,9825293,,,,963575,,42158,,1005733,,,,,,,,,,,,,,,
Chugoku,199109,55053,3200931,51702,17485,432,442014,,,3768048,,,,382475,,17681,,400156,,,,,,,,,,,,,,,
Shikoku,199109,31129,1737465,34118,11186,,214480,,,2030532,,,,241134,,9410,,250544,,,,,,,,,,,,,,,
