Company,Year_term,Lighting_Fixed rate lighting (MWh),Lighting_Meter rate lighting A/B (MWh),Lighting_Meter rate lighting C (MWh),Lighting_Temporary power (MWh),Lighting_Agricultural power (MWh),Lighting_Public street lighting (MWh),Lighting_Total Lighting - optional contracs (MWh),Lighting_Total Lighting - optional contracs2 (MWh),Lighting_Total Lighting (MWh),Power_Commercial use power - optional contracts (MWh),Power_Commercial use power (MWh),Power_Small use power_Low voltage power - optipnal contracts (MWh),Power_Small use power_Low voltage power (MWh),Power_Small use power_High voltage power A - optinal contracts (MWh),Power_Small use power_High voltage power A (MWh),Power_Small use power_Total Small use power - optional contracts (MWh),Power_Small use power_Total Small use power (MWh),Power_High voltage power B - optional contracts (MWh),Power_High voltage power B (MWh),Power_Other power services_Temporary power (MWh),Power_Other power services_Agricultural power (MWh),Power_Other power services_Construction power (MWh),Power_Other power services_Business use power (MWh),Power_Other power services_High voltage power B - optional contracts (MWh),Power_Other power services_High voltage power B (MWh),Power_Other power services_Commercial use power (MWh),Power_Other power services_High voltage power A/B (MWh),Power_Other power services_Other power services - optional contracts (MWh),Power_Other power services_Total Other power services (MWh),Power_Total Power - optional contracts (MWh),Power_Total Power (MWh),Total of Lighting and Power (MWh),Specific scale demands (MWh),Total Electricity sales (MWh)
会社名,年期,電灯需要_定額電灯,電灯需要_従量電灯AB,電灯需要_従量電灯C,電灯需要_臨時電灯,電灯需要_農事用電灯,電灯需要_公衆街路灯,電灯需要_電灯計_選択約款,電灯需要_電灯計_選択約款2,電灯需要_電灯合計,電力需要_業務用電力_選択約款,電力需要_業務用電力,電力需要_小口電力_低圧電力_選択約款,電力需要_小口電力_低圧電力,電力需要_小口電力_高圧Ａ_選択約款,電力需要_小口電力_高圧電力A,電力需要_小口電力_小口計_選択約款,電力需要_小口電力_小口電力計,電力需要_高圧電力Ｂ_選択約款,電力需要_高圧電力Ｂ,電力需要_その他電力_臨時電力,電力需要_その他電力_農事用電力,電力需要_その他電力_建設工事用電力,電力需要_その他電力_事業用電力,電力需要_その他電力_高圧電力Ｂ_選択約款,電力需要_その他電力_高圧電力Ｂ,電力需要_その他電力_業務用電力,電力需要_その他電力_高圧電力AB,電力需要_その他電力_その他電力_選択約款,電力需要_その他電力_その他電力計,電力需要_電力計_選択約款,電力需要_電力計,電灯電力計,特定規模需要,販売電力合計
Chubu,197309,18926,,,2965,453,,,,794493,,,,,,,,912536,,,,,,,,,,,,,,,,,4722539
Hokuriku,197309,4850,,,1153,8,,,,166460,,,,,,,,253348,,,,,,,,,,,,,,,,,1234679
Kansai,197309,24242,,,6786,1,,,,1358620,,,,,,,,1045513,,,,,,,,,,,,,,,,,6231761
Chugoku,197309,10312,,,982,56,,,,457423,,,,,,,,338960,,,,,,,,,,,,,,,,,2349649
Shikoku,197309,4050,,,1013,92,,,,236259,,,,,,,,171124,,,,,,,,,,,,,,,,,1095006
Kyushu,197309,9030,,,2205,224,,,,634135,,,,,,,,392420,,,,,,,,,,,,,,,,,2518533
Okinawa,197309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197308,11092,,,2128,,,,,241359,,,,,,,,141260,,,,,,,,,,,,,,,,,910873
Tohoku,197308,14334,,,3950,11,,,,522546,,,,,,,,383881,,,,,,,,,,,,,,,,,2551587
Tokyo,197308,49225,,,17471,5,,,,2225433,,,,,,,,1473004,,,,,,,,,,,,,,,,,9591866
Chubu,197308,17350,,,3058,10,,,,765501,,,,,,,,919187,,,,,,,,,,,,,,,,,4706021
Hokuriku,197308,4402,,,1202,2,,,,170807,,,,,,,,266931,,,,,,,,,,,,,,,,,1225494
Kansai,197308,22862,,,7009,1,,,,1431887,,,,,,,,1093224,,,,,,,,,,,,,,,,,6431758
Chugoku,197308,9660,,,1126,7,,,,474617,,,,,,,,364245,,,,,,,,,,,,,,,,,2320844
Shikoku,197308,3842,,,1253,85,,,,240560,,,,,,,,171966,,,,,,,,,,,,,,,,,1058293
Kyushu,197308,8555,,,3258,167,,,,622920,,,,,,,,406052,,,,,,,,,,,,,,,,,2556845
Okinawa,197308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197307,9889,,,2259,,,,,219271,,,,,,,,134345,,,,,,,,,,,,,,,,,877207
Tohoku,197307,13169,,,3614,9,,,,450284,,,,,,,,327369,,,,,,,,,,,,,,,,,2484664
Tokyo,197307,41917,,,14546,2,,,,1758129,,,,,,,,1225952,,,,,,,,,,,,,,,,,8718578
Chubu,197307,16037,,,2328,3,,,,661952,,,,,,,,825269,,,,,,,,,,,,,,,,,4478053
Hokuriku,197307,4082,,,940,3,,,,139486,,,,,,,,257263,,,,,,,,,,,,,,,,,1215163
Kansai,197307,21140,,,6429,2,,,,1138274,,,,,,,,969128,,,,,,,,,,,,,,,,,5945997
Chugoku,197307,8946,,,881,3,,,,364253,,,,,,,,289798,,,,,,,,,,,,,,,,,2146908
Shikoku,197307,3574,,,995,79,,,,188018,,,,,,,,159848,,,,,,,,,,,,,,,,,1034061
Kyushu,197307,8034,,,3671,11,,,,537212,,,,,,,,324262,,,,,,,,,,,,,,,,,2374545
Okinawa,197307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197306,9154,,,2026,,,,,225310,,,,,,,,128973,,,,,,,,,,,,,,,,,848652
Tohoku,197306,12103,,,3417,4,,,,449854,,,,,,,,313372,,,,,,,,,,,,,,,,,2389337
Tokyo,197306,40730,,,12921,4,,,,1628506,,,,,,,,1117750,,,,,,,,,,,,,,,,,7893635
Chubu,197306,16691,,,1909,7,,,,618881,,,,,,,,783350,,,,,,,,,,,,,,,,,4221772
Hokuriku,197306,4379,,,735,2,,,,134789,,,,,,,,228167,,,,,,,,,,,,,,,,,1173648
Kansai,197306,19782,,,6414,3,,,,964408,,,,,,,,845545,,,,,,,,,,,,,,,,,5309611
Chugoku,197306,8346,,,818,8,,,,337682,,,,,,,,270456,,,,,,,,,,,,,,,,,2001696
Shikoku,197306,3342,,,852,73,,,,177824,,,,,,,,135064,,,,,,,,,,,,,,,,,951124
Kyushu,197306,7436,,,2169,5,,,,492580,,,,,,,,284353,,,,,,,,,,,,,,,,,2036122
Okinawa,197306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197305,10081,,,1930,,,,,229386,,,,,,,,116395,,,,,,,,,,,,,,,,,806010
Tohoku,197305,12872,,,3405,2,,,,456689,,,,,,,,302116,,,,,,,,,,,,,,,,,2320280
Tokyo,197305,43652,,,13345,4,,,,1867420,,,,,,,,1148678,,,,,,,,,,,,,,,,,7906765
Chubu,197305,17364,,,2080,10,,,,608982,,,,,,,,709931,,,,,,,,,,,,,,,,,3998816
Hokuriku,197305,4659,,,821,2,,,,138012,,,,,,,,225652,,,,,,,,,,,,,,,,,1169224
Kansai,197305,21077,,,7221,3,,,,925008,,,,,,,,745273,,,,,,,,,,,,,,,,,5061260
Chugoku,197305,8988,,,939,8,,,,340995,,,,,,,,237221,,,,,,,,,,,,,,,,,1922648
Shikoku,197305,3566,,,813,2,,,,173592,,,,,,,,136538,,,,,,,,,,,,,,,,,931339
Kyushu,197305,8083,,,1898,15,,,,484923,,,,,,,,246710,,,,,,,,,,,,,,,,,1918010
Okinawa,197305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197304,10983,,,1343,,,,,247406,,,,,,,,115924,,,,,,,,,,,,,,,,,808242
Tohoku,197304,13844,,,3576,,,,,537500,,,,,,,,324147,,,,,,,,,,,,,,,,,2368387
Tokyo,197304,46066,,,15036,1,,,,1870417,,,,,,,,1168856,,,,,,,,,,,,,,,,,7862388
Chubu,197304,19134,,,2976,15,,,,725357,,,,,,,,792717,,,,,,,,,,,,,,,,,4165661
Hokuriku,197304,5261,,,967,1,,,,165406,,,,,,,,220762,,,,,,,,,,,,,,,,,1149329
Kansai,197304,22006,,,8113,1,,,,1120951,,,,,,,,857220,,,,,,,,,,,,,,,,,5223092
Chugoku,197304,9364,,,1093,30,,,,400543,,,,,,,,265491,,,,,,,,,,,,,,,,,1965691
Shikoku,197304,3713,,,1023,1,,,,199614,,,,,,,,125802,,,,,,,,,,,,,,,,,943229
Kyushu,197304,8461,,,2269,18,,,,546062,,,,,,,,268327,,,,,,,,,,,,,,,,,2007581
Okinawa,197304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197303,13038,,,832,,,,,242838,,,,,,,,104491,,,,,,,,,,,,,,,,,810942
Tohoku,197303,16110,,,3663,,,,,513692,,,,,,,,294766,,,,,,,,,,,,,,,,,2358876
Tokyo,197303,50199,,,16773,1,,,,1970495,,,,,,,,1154368,,,,,,,,,,,,,,,,,8054436
Chubu,197303,18713,,,3137,64,,,,698221,,,,,,,,737414,,,,,,,,,,,,,,,,,4246534
Hokuriku,197303,5072,,,1220,,,,,163042,,,,,,,,225737,,,,,,,,,,,,,,,,,1157516
Kansai,197303,24437,,,9319,2,,,,1108000,,,,,,,,800959,,,,,,,,,,,,,,,,,5344125
Chugoku,197303,10429,,,1156,63,,,,395189,,,,,,,,250677,,,,,,,,,,,,,,,,,1952883
Shikoku,197303,4142,,,1156,2,,,,197992,,,,,,,,127776,,,,,,,,,,,,,,,,,952830
Kyushu,197303,9424,,,2230,10,,,,527327,,,,,,,,250460,,,,,,,,,,,,,,,,,2005392
Okinawa,197303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197302,13027,,,886,,,,,274523,,,,,,,,109615,,,,,,,,,,,,,,,,,825614
Tohoku,197302,15666,,,3614,,,,,592159,,,,,,,,318819,,,,,,,,,,,,,,,,,2332228
Tokyo,197302,49243,,,17984,,,,,2129449,,,,,,,,1220330,,,,,,,,,,,,,,,,,7979742
Chubu,197302,22100,,,3560,132,,,,814405,,,,,,,,818602,,,,,,,,,,,,,,,,,4207990
Hokuriku,197302,5889,,,1319,,,,,184036,,,,,,,,220981,,,,,,,,,,,,,,,,,1078632
Kansai,197302,23484,,,9769,,,,,1283483,,,,,,,,883861,,,,,,,,,,,,,,,,,5350521
Chugoku,197302,9975,,,1267,167,,,,448808,,,,,,,,266847,,,,,,,,,,,,,,,,,1919798
Shikoku,197302,3931,,,1231,2,,,,219343,,,,,,,,127057,,,,,,,,,,,,,,,,,922350
Kyushu,197302,8862,,,2381,1,,,,584296,,,,,,,,268583,,,,,,,,,,,,,,,,,1981409
Okinawa,197302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197301,14741,,,1060,,,,,251240,,,,,,,,106940,,,,,,,,,,,,,,,,,777007
Tohoku,197301,17866,,,3643,,,,,556996,,,,,,,,286960,,,,,,,,,,,,,,,,,2324635
Tokyo,197301,57332,,,16619,1,,,,2115676,,,,,,,,1077822,,,,,,,,,,,,,,,,,7866723
Chubu,197301,21403,,,3233,128,,,,752373,,,,,,,,681110,,,,,,,,,,,,,,,,,3983816
Hokuriku,197301,5880,,,1162,,,,,181084,,,,,,,,219728,,,,,,,,,,,,,,,,,1110996
Kansai,197301,27047,,,9038,,,,,1176421,,,,,,,,713118,,,,,,,,,,,,,,,,,5001285
Chugoku,197301,11369,,,1119,106,,,,432781,,,,,,,,242417,,,,,,,,,,,,,,,,,1909874
Shikoku,197301,4548,,,1114,3,,,,213842,,,,,,,,129648,,,,,,,,,,,,,,,,,928016
Kyushu,197301,10208,,,2214,3,,,,581360,,,,,,,,245817,,,,,,,,,,,,,,,,,1980901
Okinawa,197301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197212,15048,,,1915,,,,,244728,,,,,,,,123271,,,,,,,,,,,,,,,,,789761
Tohoku,197212,18001,,,4487,,,,,515970,,,,,,,,304165,,,,,,,,,,,,,,,,,2340781
Tokyo,197212,58563,,,16827,1,,,,1862672,,,,,,,,1113271,,,,,,,,,,,,,,,,,7735044
Chubu,197212,20842,,,3044,127,,,,692897,,,,,,,,738413,,,,,,,,,,,,,,,,,4016184
Hokuriku,197212,5388,,,1225,1,,,,162954,,,,,,,,212080,,,,,,,,,,,,,,,,,1123555
Kansai,197212,27247,,,8641,,,,,1118475,,,,,,,,822734,,,,,,,,,,,,,,,,,5192754
Chugoku,197212,11475,,,1069,43,,,,390842,,,,,,,,247480,,,,,,,,,,,,,,,,,1914882
Shikoku,197212,4597,,,1040,14,,,,189268,,,,,,,,115270,,,,,,,,,,,,,,,,,897603
Kyushu,197212,10313,,,2292,11,,,,522145,,,,,,,,254028,,,,,,,,,,,,,,,,,1939627
Okinawa,197212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197211,13922,,,2291,,,,,234717,,,,,,,,138260,,,,,,,,,,,,,,,,,815897
Tohoku,197211,16694,,,4498,1,,,,473305,,,,,,,,312148,,,,,,,,,,,,,,,,,2268938
Tokyo,197211,52786,,,14849,2,,,,1668641,,,,,,,,1066045,,,,,,,,,,,,,,,,,7359998
Chubu,197211,19889,,,2377,853,,,,623632,,,,,,,,718548,,,,,,,,,,,,,,,,,3811718
Hokuriku,197211,5073,,,936,4,,,,142431,,,,,,,,210575,,,,,,,,,,,,,,,,,1042610
Kansai,197211,25497,,,7395,1,,,,945973,,,,,,,,766288,,,,,,,,,,,,,,,,,4817733
Chugoku,197211,10639,,,837,171,,,,343077,,,,,,,,244907,,,,,,,,,,,,,,,,,1806914
Shikoku,197211,4257,,,862,63,,,,172352,,,,,,,,123563,,,,,,,,,,,,,,,,,866952
Kyushu,197211,9749,,,2068,129,,,,483553,,,,,,,,253558,,,,,,,,,,,,,,,,,1875922
Okinawa,197211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197210,12429,,,2177,,,,,219488,,,,,,,,132502,,,,,,,,,,,,,,,,,806971
Tohoku,197210,15691,,,3931,4,,,,429402,,,,,,,,298284,,,,,,,,,,,,,,,,,2206677
Tokyo,197210,51394,,,14543,7,,,,1722557,,,,,,,,1117381,,,,,,,,,,,,,,,,,7690135
Chubu,197210,17654,,,2085,1131,,,,588363,,,,,,,,711704,,,,,,,,,,,,,,,,,3870512
Hokuriku,197210,4485,,,874,17,,,,127382,,,,,,,,212298,,,,,,,,,,,,,,,,,1079819
Kansai,197210,24358,,,6288,1,,,,921747,,,,,,,,801050,,,,,,,,,,,,,,,,,4929936
Chugoku,197210,10175,,,730,249,,,,320434,,,,,,,,251055,,,,,,,,,,,,,,,,,1814105
Shikoku,197210,4103,,,839,75,,,,170276,,,,,,,,127874,,,,,,,,,,,,,,,,,895058
Kyushu,197210,9349,,,2122,197,,,,465752,,,,,,,,266950,,,,,,,,,,,,,,,,,1977522
Okinawa,197210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197209,10781,,,1993,,,,,221075,,,,,,,,127900,,,,,,,,,,,,,,,,,802556
Tohoku,197209,13849,,,3744,7,,,,468767,,,,,,,,316762,,,,,,,,,,,,,,,,,2246837
Tokyo,197209,42979,,,14958,7,,,,1852403,,,,,,,,1246805,,,,,,,,,,,,,,,,,8193493
Chubu,197209,16872,,,2443,300,,,,679535,,,,,,,,789900,,,,,,,,,,,,,,,,,4083274
Hokuriku,197209,4170,,,900,7,,,,141852,,,,,,,,216120,,,,,,,,,,,,,,,,,1090341
Kansai,197209,21735,,,6080,1,,,,1164669,,,,,,,,956232,,,,,,,,,,,,,,,,,5522124
Chugoku,197209,9062,,,779,36,,,,381766,,,,,,,,287903,,,,,,,,,,,,,,,,,1944855
Shikoku,197209,3671,,,910,48,,,,202853,,,,,,,,144052,,,,,,,,,,,,,,,,,952585
Kyushu,197209,8385,,,1642,179,,,,546146,,,,,,,,326321,,,,,,,,,,,,,,,,,2120320
Okinawa,197209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197208,9747,,,1907,,,,,209633,,,,,,,,126974,,,,,,,,,,,,,,,,,793907
Tohoku,197208,12900,,,3321,8,,,,458316,,,,,,,,327067,,,,,,,,,,,,,,,,,2227961
Tokyo,197208,42226,,,14909,5,,,,1824014,,,,,,,,1235972,,,,,,,,,,,,,,,,,8218406
Chubu,197208,15509,,,2533,3,,,,672107,,,,,,,,801877,,,,,,,,,,,,,,,,,4074006
Hokuriku,197208,3772,,,977,3,,,,143462,,,,,,,,225799,,,,,,,,,,,,,,,,,1077872
Kansai,197208,20541,,,6176,1,,,,1204548,,,,,,,,974293,,,,,,,,,,,,,,,,,5637904
Chugoku,197208,8468,,,857,14,,,,384330,,,,,,,,292045,,,,,,,,,,,,,,,,,1935062
Shikoku,197208,3487,,,877,17,,,,197790,,,,,,,,148022,,,,,,,,,,,,,,,,,968155
Kyushu,197208,7933,,,2555,135,,,,527183,,,,,,,,325016,,,,,,,,,,,,,,,,,2088457
Okinawa,197208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197207,8751,,,1879,,,,,196876,,,,,,,,121389,,,,,,,,,,,,,,,,,770822
Tohoku,197207,11866,,,2752,21,,,,398801,,,,,,,,284240,,,,,,,,,,,,,,,,,2172031
Tokyo,197207,38663,,,12375,5,,,,1643446,,,,,,,,1140854,,,,,,,,,,,,,,,,,7856297
Chubu,197207,14311,,,1879,5,,,,572229,,,,,,,,714138,,,,,,,,,,,,,,,,,3841692
Hokuriku,197207,3486,,,697,3,,,,122338,,,,,,,,218202,,,,,,,,,,,,,,,,,1053419
Kansai,197207,19119,,,5481,1,,,,948082,,,,,,,,831154,,,,,,,,,,,,,,,,,5105132
Chugoku,197207,7811,,,680,3,,,,314427,,,,,,,,244821,,,,,,,,,,,,,,,,,1752083
Shikoku,197207,3230,,,714,6,,,,164914,,,,,,,,131239,,,,,,,,,,,,,,,,,881283
Kyushu,197207,7434,,,3123,9,,,,471237,,,,,,,,264097,,,,,,,,,,,,,,,,,1876971
Okinawa,197207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197206,8060,,,1654,,,,,197887,,,,,,,,115947,,,,,,,,,,,,,,,,,736994
Tohoku,197206,10871,,,2456,8,,,,399001,,,,,,,,269818,,,,,,,,,,,,,,,,,2116815
Tokyo,197206,35687,,,10280,5,,,,1508409,,,,,,,,1049871,,,,,,,,,,,,,,,,,7184451
Chubu,197206,14931,,,1518,4,,,,551976,,,,,,,,684917,,,,,,,,,,,,,,,,,3625092
Hokuriku,197206,3753,,,663,3,,,,121238,,,,,,,,198897,,,,,,,,,,,,,,,,,1017258
Kansai,197206,17744,,,5141,4,,,,864538,,,,,,,,753860,,,,,,,,,,,,,,,,,4627054
Chugoku,197206,7286,,,569,4,,,,301486,,,,,,,,236506,,,,,,,,,,,,,,,,,1668331
Shikoku,197206,3025,,,661,4,,,,158037,,,,,,,,119556,,,,,,,,,,,,,,,,,819873
Kyushu,197206,6977,,,1622,6,,,,438858,,,,,,,,241311,,,,,,,,,,,,,,,,,1686685
Okinawa,197206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197205,8857,,,1514,,,,,197807,,,,,,,,102034,,,,,,,,,,,,,,,,,698247
Tohoku,197205,11620,,,2560,3,,,,403352,,,,,,,,261029,,,,,,,,,,,,,,,,,2081361
Tokyo,197205,38085,,,10477,1,,,,1586020,,,,,,,,997198,,,,,,,,,,,,,,,,,6893527
Chubu,197205,15526,,,1669,4,,,,557955,,,,,,,,636254,,,,,,,,,,,,,,,,,3501261
Hokuriku,197205,3988,,,603,2,,,,124282,,,,,,,,197917,,,,,,,,,,,,,,,,,994521
Kansai,197205,19067,,,5562,3,,,,860856,,,,,,,,689870,,,,,,,,,,,,,,,,,4458540
Chugoku,197205,7803,,,630,5,,,,306063,,,,,,,,203950,,,,,,,,,,,,,,,,,1590774
Shikoku,197205,3237,,,674,2,,,,154902,,,,,,,,119563,,,,,,,,,,,,,,,,,798129
Kyushu,197205,7474,,,1252,8,,,,429725,,,,,,,,212847,,,,,,,,,,,,,,,,,1609197
Okinawa,197205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197204,9677,,,947,,,,,215345,,,,,,,,102108,,,,,,,,,,,,,,,,,704119
Tohoku,197204,12512,,,2875,,,,,467343,,,,,,,,277739,,,,,,,,,,,,,,,,,2150295
Tokyo,197204,40310,,,12355,1,,,,1675638,,,,,,,,1036304,,,,,,,,,,,,,,,,,6889934
Chubu,197204,17262,,,2286,12,,,,643188,,,,,,,,680756,,,,,,,,,,,,,,,,,3565043
Hokuriku,197204,4507,,,719,1,,,,147681,,,,,,,,188149,,,,,,,,,,,,,,,,,981743
Kansai,197204,19849,,,6335,1,,,,1007722,,,,,,,,754990,,,,,,,,,,,,,,,,,4610917
Chugoku,197204,8067,,,841,16,,,,364108,,,,,,,,231955,,,,,,,,,,,,,,,,,1666920
Shikoku,197204,3367,,,912,1,,,,179178,,,,,,,,106222,,,,,,,,,,,,,,,,,780295
Kyushu,197204,7817,,,1772,8,,,,491499,,,,,,,,229534,,,,,,,,,,,,,,,,,1662642
Okinawa,197204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197203,11582,,,625,,,,,219812,,,,,,,,94824,,,,,,,,,,,,,,,,,721121
Tohoku,197203,14524,,,2894,,,,,474497,,,,,,,,261384,,,,,,,,,,,,,,,,,2189229
Tokyo,197203,44204,,,14870,0,,,,1832775,,,,,,,,1045239,,,,,,,,,,,,,,,,,7258349
Chubu,197203,17381,,,2631,23,,,,645198,,,,,,,,658881,,,,,,,,,,,,,,,,,3699542
Hokuriku,197203,4365,,,936,0,,,,151863,,,,,,,,199724,,,,,,,,,,,,,,,,,1020234
Kansai,197203,22121,,,7561,1,,,,1040363,,,,,,,,741556,,,,,,,,,,,,,,,,,4772888
Chugoku,197203,8947,,,1000,49,,,,370315,,,,,,,,223567,,,,,,,,,,,,,,,,,1685024
Shikoku,197203,3738,,,1058,1,,,,183667,,,,,,,,115168,,,,,,,,,,,,,,,,,814854
Kyushu,197203,8662,,,2003,1,,,,491935,,,,,,,,220402,,,,,,,,,,,,,,,,,1733517
Okinawa,197203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197202,11868,,,712,,,,,245341,,,,,,,,97218,,,,,,,,,,,,,,,,,770550
Tohoku,197202,14730,,,2697,,,,,523182,,,,,,,,271943,,,,,,,,,,,,,,,,,2156287
Tokyo,197202,42757,,,15912,0,,,,1969576,,,,,,,,1102419,,,,,,,,,,,,,,,,,7292185
Chubu,197202,19928,,,3017,64,,,,714526,,,,,,,,701079,,,,,,,,,,,,,,,,,3677587
Hokuriku,197202,5086,,,891,1,,,,162902,,,,,,,,195498,,,,,,,,,,,,,,,,,965416
Kansai,197202,21949,,,7925,,,,,1134385,,,,,,,,776361,,,,,,,,,,,,,,,,,4786804
Chugoku,197202,8958,,,1035,94,,,,399826,,,,,,,,228850,,,,,,,,,,,,,,,,,1667136
Shikoku,197202,3684,,,1011,1,,,,198524,,,,,,,,114333,,,,,,,,,,,,,,,,,757464
Kyushu,197202,8585,,,2001,2,,,,536001,,,,,,,,234773,,,,,,,,,,,,,,,,,1770499
Okinawa,197202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197201,13435,,,785,,,,,221854,,,,,,,,95793,,,,,,,,,,,,,,,,,747667
Tohoku,197201,16318,,,2811,,,,,494464,,,,,,,,251470,,,,,,,,,,,,,,,,,2095131
Tokyo,197201,47225,,,14316,1,,,,1885052,,,,,,,,965073,,,,,,,,,,,,,,,,,6947278
Chubu,197201,19328,,,2725,62,,,,661068,,,,,,,,597274,,,,,,,,,,,,,,,,,3423589
Hokuriku,197201,5083,,,1059,1,,,,160113,,,,,,,,191353,,,,,,,,,,,,,,,,,962373
Kansai,197201,24676,,,7334,,,,,1059198,,,,,,,,655767,,,,,,,,,,,,,,,,,4459478
Chugoku,197201,9802,,,944,43,,,,379963,,,,,,,,211847,,,,,,,,,,,,,,,,,1594369
Shikoku,197201,4102,,,904,3,,,,187140,,,,,,,,115166,,,,,,,,,,,,,,,,,730967
Kyushu,197201,9551,,,1892,2,,,,515432,,,,,,,,214759,,,,,,,,,,,,,,,,,1711154
Okinawa,197201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197112,13210,,,1516,,,,,213196,,,,,,,,113858,,,,,,,,,,,,,,,,,755138
Tohoku,197112,16361,,,3286,,,,,455599,,,,,,,,269858,,,,,,,,,,,,,,,,,2176100
Tokyo,197112,47328,,,14373,1,,,,1650777,,,,,,,,1008149,,,,,,,,,,,,,,,,,6894509
Chubu,197112,18816,,,2557,95,,,,610282,,,,,,,,653694,,,,,,,,,,,,,,,,,3519920
Hokuriku,197112,4625,,,963,3,,,,144719,,,,,,,,187736,,,,,,,,,,,,,,,,,1031025
Kansai,197112,24528,,,6809,,,,,973076,,,,,,,,734090,,,,,,,,,,,,,,,,,4568297
Chugoku,197112,9853,,,793,13,,,,336646,,,,,,,,213812,,,,,,,,,,,,,,,,,1598607
Shikoku,197112,4150,,,787,15,,,,165067,,,,,,,,109798,,,,,,,,,,,,,,,,,728251
Kyushu,197112,9627,,,1781,8,,,,454652,,,,,,,,222311,,,,,,,,,,,,,,,,,1716598
Okinawa,197112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197111,12054,,,1888,,,,,205112,,,,,,,,124091,,,,,,,,,,,,,,,,,765826
Tohoku,197111,15103,,,3443,,,,,426168,,,,,,,,277475,,,,,,,,,,,,,,,,,2130151
Tokyo,197111,43949,,,13272,1,,,,1571486,,,,,,,,989495,,,,,,,,,,,,,,,,,6724512
Chubu,197111,18213,,,2136,718,,,,564903,,,,,,,,640801,,,,,,,,,,,,,,,,,3416920
Hokuriku,197111,4319,,,764,2,,,,128378,,,,,,,,188142,,,,,,,,,,,,,,,,,998452
Kansai,197111,23021,,,6059,1,,,,872010,,,,,,,,714934,,,,,,,,,,,,,,,,,4361965
Chugoku,197111,9166,,,663,129,,,,301249,,,,,,,,211843,,,,,,,,,,,,,,,,,1616643
Shikoku,197111,3847,,,685,53,,,,152271,,,,,,,,113876,,,,,,,,,,,,,,,,,707233
Kyushu,197111,9039,,,1588,102,,,,430837,,,,,,,,224956,,,,,,,,,,,,,,,,,1646453
Okinawa,197111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197110,10894,,,1787,,,,,192134,,,,,,,,117615,,,,,,,,,,,,,,,,,753454
Tohoku,197110,14282,,,3033,1,,,,384265,,,,,,,,265501,,,,,,,,,,,,,,,,,2119036
Tokyo,197110,41991,,,11811,3,,,,1511613,,,,,,,,983076,,,,,,,,,,,,,,,,,6828131
Chubu,197110,16254,,,1932,962,,,,535613,,,,,,,,645879,,,,,,,,,,,,,,,,,3468823
Hokuriku,197110,3793,,,734,12,,,,113633,,,,,,,,186962,,,,,,,,,,,,,,,,,1025604
Kansai,197110,21943,,,5373,1,,,,825499,,,,,,,,760048,,,,,,,,,,,,,,,,,4547763
Chugoku,197110,8690,,,615,205,,,,287329,,,,,,,,226941,,,,,,,,,,,,,,,,,1650415
Shikoku,197110,3715,,,712,62,,,,153741,,,,,,,,116455,,,,,,,,,,,,,,,,,738681
Kyushu,197110,8712,,,1755,193,,,,419009,,,,,,,,240135,,,,,,,,,,,,,,,,,1707674
Okinawa,197110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197109,9485,,,1685,,,,,192729,,,,,,,,116354,,,,,,,,,,,,,,,,,776194
Tohoku,197109,12573,,,2771,6,,,,409275,,,,,,,,275566,,,,,,,,,,,,,,,,,2168005
