Company,Year_term,Electricity generated_Hydroelectric_Run-of-river (MWh),Electricity generated_Hydroelectric_With reservoir (MWh),Electricity generated_Hydroelectric_Pumped-storage (MWh),Electricity generated_Hydroelectric_Total hydroelectric (MWh),Electricity generated_Thermal power_Conventional (MWh),Electricity generated_Thermal power_Gas turbine (MWh),Electricity generated_Thermal power_Internal-combustion engine (MWh),Electricity generated_Thermal power_Total Thermal Power (MWh),Electricity generated_Nuclear power (MWh),Electricity generated_Renewable energy (MWh),Electricity generated_Other power sources (MWh),Electricity generated_Total Electricity generated (MWh),Electricity generated_Electricity purchesed_Total (MWh),Electricity generated_Electricity purchesed_Total surplus electricity (MWh),Electricity generated_Exchange among General Electricity Utilities (Net) (MWh),Electricity generated_Consumption by pumping at pumped-starage PSs_Total (MWh),Electricity generated_Grand total (MWh),Consumption in power stations_Hydroelectric (MWh),Consumption in power stations_Thermal power (MWh),Consumption in power stations_Nuclear power (MWh),Consumption in power stations_Renewable energy (MWh),Consumption in power stations_Other power sources (MWh),Consumption in power stations_Total (MWh),Electricity supply (at sending end) (MWh),Electricity supply (at user end) (MWh),Consuption at substations (MWh),Demand (MWh)
会社名,年期,供給力_水力発電所_自流式_自流式発電,供給力_水力発電所_貯水池式_貯水池式発電,供給力_水力発電所_揚水式_揚水式発電,供給力_水力発電所_揚水式_水力計,供給力_火力発電所_汽力,供給力_火力発電所_ガスタービン,供給力_火力発電所_内燃力,供給力_火力発電所_火力計,供給力_原子力発電所,供給力_新エネルギー等発電所,供給力_その他,供給力_発電計,供給力_他社受電_計,供給力_他社受電_自社余剰計,供給力_一般電気事業者間融通差引,供給力_揚水式発電所の揚水用電力_計,供給力_総合計,自社発電所所内用_水力,自社発電所所内用_火力,自社発電所所内用_原子力,自社発電所所内用_新エネルギー等,自社発電所所内用_その他,自社発電所所内用_計,送電端供給力,需要端供給力,変電所所内用,需要電力量
Hokkaido,201603,189865,19463,28378,237706,2006432,0,4707,2011139,0,12699,,2261544,566010,,,-3210,2824344,1792,117427,11293,2613,,133125,2691219,2692789,5488,2687301
Tohoku,201603,752541,38026,6110,796677,5321918,0,24284,5346202,0,84791,,6227670,1034025,,,-1552,7260143,3039,203189,20726,9849,,236803,7023340,6901519,8026,6893493
Tokyo,201603,571877,112398,147140,831415,16815858,0,13143,16829001,0,6183,,17666599,5104876,,,-220130,22551345,5346,509661,61124,332,,576463,21974882,21445528,31130,21414398
Chubu,201603,641780,,49785,691565,9760624,,0,9760624,0,4818,,10457007,777630,1,,-23920,11210718,4267,336502,19597,164,,360530,10850188,10598610,12264,10586346
Hokuriku,201603,392060,131605,0,523665,2007203,,52,2007255,0,507,,2531427,183923,,,-818,2714532,2470,112118,11751,34,,126373,2588159,2528206,2348,2525858
Kansai,201603,965249,95792,30523,1091564,7023262,13485,11,7036758,211132,1045,0,8340499,3149625,0,,-44579,11445545,5589,201170,58471,57,0,265287,11180258,10790506,12757,10777749
Chugoku,201603,323511,0,47111,370622,3054273,0,11292,3065565,0,809,0,3436996,1866850,0,,-52057,5251789,1654,154149,4737,16,0,160556,5091233,5039412,4396,5035016
Shikoku,201603,106013,51490,11258,168761,1433654,0,2,1433656,0,265,0,1602682,809822,0,,-7701,2404803,1013,72795,7447,3,0,81258,2323545,2281813,2602,2279211
Kyushu,201603,218861,30888,55924,305673,3543509,11,74486,3618006,1400063,111983,,5435725,1701097,84,,-84301,7052605,2400,130238,61921,9391,,203950,6848655,6826724,6585,6820139
Okinawa,201603,,,,,436249,7472,46071,489792,,207,,489999,116568,,,0,606567,,42326,,4,,42330,564237,526058,351,525707
Hokkaido,201602,166912,21952,34420,223284,2044761,6766,21093,2072620,0,11854,,2307758,721448,,,-12588,3016618,1801,114438,10820,2411,,129470,2887148,2747902,5814,2742088
Tohoku,201602,568493,31144,1851,601488,5461107,1384,22487,5484978,0,77139,,6163605,1367582,,,-1642,7529545,3117,201626,20962,8951,,234656,7294889,7191072,8591,7182481
Tokyo,201602,462842,96861,131853,691556,17458487,0,13663,17472150,0,4974,,18168680,5030541,,,-164316,23034905,5334,532184,58152,266,0,595936,22438969,23037555,31509,23006046
Chubu,201602,573146,,65303,638449,9886650,,0,9886650,0,7071,,10532170,900659,0,,-43206,11389623,4402,332151,15913,130,,352596,11037027,10851211,12307,10838904
Hokuriku,201602,320455,151901,0,472356,2097249,,45,2097294,0,405,,2570055,235418,,,-614,2804859,2567,117986,11202,37,,131792,2673067,2603445,2537,2600908
Kansai,201602,1015471,110919,22696,1149086,7085019,404,2,7085425,594140,765,0,8829416,3035042,0,,-34441,11830017,5698,221452,60313,47,0,287510,11542507,11182298,12588,11169710
Chugoku,201602,314132,0,35918,350050,3090194,0,11939,3102133,0,602,0,3452785,2074542,0,,-31838,5495489,1700,152604,4361,16,0,158681,5336808,5280031,4508,5275523
Shikoku,201602,115603,52662,19357,187622,1393782,0,4,1393786,0,210,0,1581618,906240,0,,-9805,2478053,1020,72934,6914,3,0,80871,2397182,2317815,2562,2315253
Kyushu,201602,222489,40298,46564,309351,3841565,6,78028,3919599,1309985,109757,,5648692,1727308,49,,-64211,7311838,2206,147304,57881,9063,,216454,7095384,7232961,6162,7226799
Okinawa,201602,,,,,446450,2893,45141,494484,,166,,494650,94009,,,0,588659,,43983,,5,,43988,544671,541786,359,541427
Hokkaido,201601,162912,21398,22779,207089,2339172,76,5100,2344348,0,12903,,2564340,697691,,,-355,3261676,2149,128666,11512,2572,,144899,3116777,2979889,6792,2973097
Tohoku,201601,587755,35552,2150,625457,6142401,0,24002,6166403,0,86226,,6878086,1272383,,,-2523,8147946,3394,223068,23440,9527,,259429,7888517,7258077,9454,7248623
Tokyo,201601,490236,96663,155630,742529,18989720,0,14555,19004275,0,4839,,19751643,5265549,,,-266364,24750828,5969,574824,67672,261,,648726,24102102,22051021,34113,22016908
Chubu,201601,404245,,36889,441134,10539068,,0,10539068,0,9268,,10989470,976880,0,,-41687,11924663,4780,342187,17351,150,,364468,11560195,10881434,13694,10867740
Hokuriku,201601,275300,91774,0,367074,2289015,,35,2289050,0,281,,2656405,291410,,,-1,2947814,2699,120117,12266,37,,135119,2812695,2704863,2736,2702127
Kansai,201601,826495,119948,21151,967594,8645190,5319,1,8650510,0,665,0,9618769,3099717,0,,-29585,12688901,6064,273794,48394,47,0,328299,12360602,11690841,13539,11677302
Chugoku,201601,201114,0,20187,221301,3702462,0,12689,3715151,0,415,0,3936867,2037608,0,,-28356,5946119,1666,178500,4810,15,0,184991,5761128,5277052,5194,5271858
Shikoku,201601,67700,42642,17596,127938,1535528,0,4,1535532,0,142,0,1663612,1032652,0,,-19387,2676877,1102,81760,7643,4,0,90509,2586368,2446420,2746,2443674
Kyushu,201601,207753,33206,24746,265705,4499155,57,85525,4584737,1397559,117024,,6365025,1909823,17,,-42979,8231886,2139,164452,61642,9570,,237803,7994083,7434889,6286,7428603
Okinawa,201601,,,,,494448,96,48192,542736,,256,,542992,98005,,,0,640997,,50330,,2,,50332,590665,575583,359,575224
Hokkaido,201512,181035,13218,16419,210672,2217270,0,4648,2221918,0,13090,,2445680,626460,,,-807,3071333,1747,122681,11168,2616,,138212,2933121,2404872,5111,2399761
Tohoku,201512,734980,23325,1209,759514,5278464,1718,24012,5304194,0,87119,,6150827,1330412,,,-2145,7479094,2599,210955,21701,9960,,245215,7233879,6359780,7960,6351820
Tokyo,201512,589692,53391,104582,747665,17364986,0,12981,17377967,0,4938,,18130570,4829016,,,-88695,22870891,4348,533929,64264,308,,602849,22268042,19818775,30375,19788400
Chubu,201512,592034,,55616,647650,9543649,,0,9543649,0,6293,,10197592,982453,0,,-36988,11143057,4144,313493,18184,135,,335956,10807101,9541784,12099,9529685
Hokuriku,201512,441780,98385,0,540165,1997891,,40,1997931,0,358,,2538454,195642,,,-1066,2733030,2195,117713,11996,34,,131938,2601092,2320360,2316,2318044
Kansai,201512,911726,69030,14785,995541,7915754,1267,1,7917022,0,587,0,8913148,2903784,0,,-21909,11795023,5501,252734,43274,46,0,301555,11493468,9850686,12999,9837687
Chugoku,201512,263973,0,48824,312797,3640089,0,11772,3651861,0,494,0,3965152,1591654,0,,-53631,5503175,1549,179720,4426,12,0,185707,5317468,4648008,4157,4643851
Shikoku,201512,112975,63125,28128,204228,1324723,2,4,1324729,0,168,0,1529125,941546,0,,-22318,2448353,1071,77694,11101,3,0,89869,2358484,2060482,2702,2057780
Kyushu,201512,275538,33526,44670,353734,3756547,6,79234,3835787,1396314,111642,,5697477,1764659,41,,-61117,7401060,2300,137067,61763,9309,,210439,7190621,6120529,5618,6114911
Okinawa,201512,,,,,472926,876,47054,520856,,204,,521060,103610,,,0,624670,,47048,,5,,47053,577617,562639,332,562307
Hokkaido,201511,174337,4539,28700,207576,1962018,3214,10157,1975389,0,12884,,2195849,499502,,,-5743,2689608,1843,110528,10612,2570,,125553,2564055,2335534,4812,2330722
Tohoku,201511,435145,15772,48,450965,4972250,407,21135,4993792,0,76875,,5521632,1129008,,,-321,6650319,2087,199625,16026,8045,,225783,6424536,5808980,6761,5802219
Tokyo,201511,497145,13101,119862,630108,15781799,0,12324,15794123,0,5055,,16429286,4230260,,,-142752,20516794,3851,492153,59387,228,,555619,19961175,18474120,32955,18441165
Chubu,201511,550245,,55042,605287,8976460,,0,8976460,0,4735,,9586482,902039,0,,-44623,10443898,3844,310525,17476,130,,331975,10111923,9497498,11917,9485581
Hokuriku,201511,295428,47733,0,343161,2011346,,47,2011393,0,232,,2354786,59796,,,0,2414582,1694,116623,10461,28,,128806,2285776,2091811,2159,2089652
Kansai,201511,718229,24391,26282,768902,7215423,6410,1,7221834,0,556,0,7991292,2689945,0,,-53430,10627807,4930,232716,37304,47,0,274997,10352810,9643560,12221,9631339
Chugoku,201511,142785,0,40200,182985,3209221,0,10006,3219227,0,453,0,3402665,1572478,0,,-45828,4929315,1505,175650,4913,14,0,182082,4747233,4342753,4123,4338630
Shikoku,201511,71391,19650,19759,110800,1283043,0,166,1283209,0,153,0,1394162,820539,0,,-16216,2198485,974,73798,7823,3,0,82598,2115887,1943110,2671,1940439
Kyushu,201511,216562,17013,29311,262886,3156833,2,73980,3230815,1346924,107587,,4948212,1847972,40,,-38301,6757923,2090,114784,60170,8975,,186019,6571904,6036229,5422,6030807
Okinawa,201511,,,,,500489,2635,51145,554269,,111,,554380,103635,,,0,658015,,50388,,5,,50393,607622,626505,388,626117
Hokkaido,201510,234169,22572,50663,307404,1795366,188,4763,1800317,0,13723,,2121444,445268,,,-39014,2527698,1967,107282,10651,2684,,122584,2405114,2155370,4287,2151083
Tohoku,201510,371396,17578,2,388976,4796125,0,21534,4817659,0,67570,,5274205,1092283,,,-606,6365882,2118,192318,19098,5031,,218565,6147317,5729843,6318,5723525
Tokyo,201510,582015,29017,89533,700565,14856114,0,11951,14868065,0,6954,,15575584,4476615,0,,-64896,19987303,3722,485228,63786,316,,553052,19434251,18794279,34003,18760276
Chubu,201510,606692,,58276,664968,8872782,,3,8872785,0,5635,,9543388,830291,3,,-48096,10325586,3845,300079,21931,125,,325980,9999606,9663252,12647,9650605
Hokuriku,201510,267570,76145,0,343715,1986206,,49,1986255,0,458,,2330428,-5175,,,-2800,2322453,1714,115253,10928,33,,127928,2194525,2062233,2135,2060098
Kansai,201510,717323,108808,19698,845829,6652812,15257,2,6668071,0,1066,0,7514966,2959529,0,,-14189,10460306,4926,218042,34847,46,0,257861,10202445,9769557,12365,9757192
Chugoku,201510,144398,0,51000,195398,3156864,0,9092,3165956,0,814,0,3362168,1464889,0,,-68230,4758827,1386,163762,5185,22,0,170355,4588472,4353559,3772,4349787
Shikoku,201510,76867,35484,23611,135962,1250618,0,191,1250809,0,261,0,1387032,781131,0,,-24235,2143928,1056,71686,7425,3,0,80170,2063758,1964376,2600,1961776
Kyushu,201510,252486,28761,48646,329893,3209655,5,76001,3285661,842705,91545,,4549804,1998083,85,,-69330,6478642,2341,117746,57806,7647,,185540,6293102,6127575,5646,6121929
Okinawa,201510,,,,,556745,682,56749,614176,,90,,614266,119277,,,0,733543,,57445,,4,,57449,676094,704920,412,704508
Hokkaido,201509,183522,15097,29607,228226,1738189,0,4544,1742733,0,13623,,1984582,371568,,,-9099,2347051,1551,98511,10352,2635,,113049,2234002,2184693,4520,2180173
Tohoku,201509,507302,16137,2,523441,4312813,1628,22054,4336495,0,68649,,4928585,1187985,,,-1113,6115457,2123,189445,19106,5362,,216036,5899421,5813234,6400,5806834
Tokyo,201509,759981,83612,160367,1003960,14699409,0,13692,14713101,0,6321,,15723382,5022462,,,-95141,20650703,5446,498891,65184,311,,569832,20080871,20688786,34472,20654314
Chubu,201509,963634,,99959,1063593,8275427,,0,8275427,0,4482,,9343502,1349829,4,,-39626,10653709,4051,324988,22527,142,,351708,10302001,10442556,13067,10429489
Hokuriku,201509,398412,99041,0,497453,1889999,,61,1890060,0,419,,2387932,-86999,,,-1582,2299351,1731,112494,12888,30,,127143,2172208,2113684,2153,2111531
Kansai,201509,1129394,136658,125415,1391467,5967335,8504,0,5975839,0,991,0,7368297,3578608,0,,-194224,10752681,5994,190738,33274,48,0,230054,10522627,10870570,12751,10857819
Chugoku,201509,329439,0,82728,412167,2807076,0,9307,2816383,0,690,0,3229240,1643897,0,,-98704,4774433,1788,141619,4901,19,0,148327,4626106,4654546,4280,4650266
Shikoku,201509,160131,85107,64524,309762,1105775,0,99,1105874,0,220,0,1415856,818814,0,,-63268,2171402,1186,64001,7109,4,0,72300,2099102,2091816,2840,2088976
Kyushu,201509,401425,58981,59016,519422,3239637,8,84271,3323916,671280,106417,,4621035,2189473,76,,-87365,6723219,2613,132114,42720,8951,,186398,6536821,6752739,5987,6746752
Okinawa,201509,,,,,540568,557,63161,604286,,114,,604400,193243,,,0,797643,,50124,,5,,50129,747514,744686,470,744216
Hokkaido,201508,253516,20072,35828,309416,1813702,0,5108,1818810,0,4855,,2133081,384972,,,-13812,2504241,1452,107337,10840,1434,,121063,2383178,2275192,4350,2270842
Tohoku,201508,413391,45388,2001,460780,4928318,0,25698,4954016,0,81091,,5495887,1450342,,,-5411,6940818,2448,219590,20365,10050,,252453,6688365,6421158,7174,6413984
Tokyo,201508,741866,17712,209022,968600,18377294,0,16934,18394228,0,6592,,19369420,5649650,,,-321422,24697648,4358,620202,68088,351,,692999,24004649,23950445,37214,23913231
Chubu,201508,765835,,79121,844956,10223225,,0,10223225,0,3915,,11072096,1078478,5,,-73161,12077418,4238,383271,23461,145,,411115,11666303,11414806,14382,11400424
Hokuriku,201508,335701,193831,0,529532,2097514,,63,2097577,0,560,,2627669,-1337,,,-1456,2624876,1930,127559,14402,36,,143927,2480949,2378558,2506,2376052
Kansai,201508,1028435,133323,123242,1285000,8089386,6851,3,8096240,0,1313,0,9382553,3957717,0,,-178667,13161603,6374,281239,36879,60,0,324552,12837051,12435947,14273,12421674
Chugoku,201508,190051,0,102941,292992,3230925,0,11598,3242523,0,807,0,3536322,2191593,0,,-139840,5588075,1784,166205,5552,27,0,173568,5414507,5233026,4330,5228696
Shikoku,201508,128618,68741,47516,244875,1326217,0,4,1326221,0,253,0,1571349,1088219,0,,-48232,2611336,1213,80736,8035,5,0,89989,2521347,2413468,3180,2410288
Kyushu,201508,362412,67852,56403,486667,4715162,13,100072,4815247,267183,111715,,5680812,2359612,71,,-74601,7965894,2725,180222,38418,9586,,230951,7734943,7393601,7072,7386529
Okinawa,201508,,,,,588676,1714,69414,659804,,52,,659856,207981,,,0,867837,,50681,,5,,50686,817151,812250,518,811732
Hokkaido,201507,238704,29635,26915,295254,1762461,148,5420,1768029,0,120,,2063403,435653,,,-5255,2493801,1355,104875,10518,62,,116810,2376991,2095996,4390,2091606
Tohoku,201507,554896,50948,2537,608381,4755893,1650,23559,4781102,0,77445,,5466928,1552801,,,-3306,7016423,2342,206824,19716,9920,,238802,6777621,6024521,6817,6017704
Tokyo,201507,827196,59996,202258,1089450,18492290,0,15802,18508092,0,8035,,19605577,5306764,,,-181878,24730463,4531,611817,65930,375,,682653,24047810,20497916,34915,20463001
Chubu,201507,963117,0,92852,1055969,9865375,,0,9865375,0,5196,,10926540,1164724,7,,-44149,12047122,3873,369481,22727,121,,396202,11650920,10199979,12751,10187228
Hokuriku,201507,451549,168687,0,620236,2074520,,72,2074592,0,580,,2695408,-52536,,,-1260,2641612,1856,123818,14093,36,,139803,2501809,2298040,2380,2295660
Kansai,201507,1313741,169813,141236,1624790,7098959,21005,4,7119968,0,1172,0,8745930,4219364,0,,-192183,12773111,6559,258040,36086,59,0,300744,12472367,10739613,13946,10725667
Chugoku,201507,249794,0,55126,304920,2883459,0,10739,2894198,0,770,0,3199888,2289916,0,,-58157,5431647,1501,152836,5408,23,0,159768,5271879,4658346,4643,4653703
Shikoku,201507,190787,87917,77567,356271,1131035,0,4,1131039,0,215,0,1487525,1098513,0,,-62337,2523701,1281,73100,7459,5,0,81845,2441856,2178056,3143,2174913
Kyushu,201507,521597,139116,36527,697240,4572730,37,94536,4667303,0,113829,,5478372,2199637,70,,-53889,7624190,2766,175501,24112,9560,,211939,7412251,6537710,6686,6531024
Okinawa,201507,,,,,600080,811,73195,674086,,97,,674183,212965,,,0,887148,,56516,,7,,56523,830625,786425,616,785809
Hokkaido,201506,301196,10604,46984,358784,1539615,109,4773,1544497,0,7040,,1910321,419230,,,-16837,2312714,1694,90387,9851,1397,,103329,2209385,1992556,4254,1988302
Tohoku,201506,641757,56850,4015,702622,3765570,0,21908,3787478,0,62550,,4552650,1661947,,,-7994,6206603,2098,170002,16568,8603,,197271,6009332,5572255,6020,55666235
Tokyo,201506,804604,30169,132606,967379,15475949,0,12694,15488643,0,4435,,16460457,4457027,,,-68418,20849066,4295,508846,58856,314,,572311,20276755,19112504,32616,19079888
Chubu,201506,702140,,62726,764866,8832263,,1,8832264,0,4425,,9601555,990769,7,,-64631,10527700,3784,321702,20903,106,,346495,10181205,9450698,11590,9439108
Hokuriku,201506,428180,160512,0,588692,1557931,,65,1557996,0,515,,2147203,171457,,,-2191,2316469,1749,99905,12296,34,,113984,2202485,2108581,2072,2106509
Kansai,201506,1154842,163555,42451,1360848,6908622,37041,6,6945669,0,1094,0,8307611,2793901,0,,-68403,11033109,5522,257333,34480,53,0,297388,10735721,9783416,12418,9770998
Chugoku,201506,198205,0,31758,229963,2506970,0,9248,2516218,0,704,0,2746885,2063187,0,,-33487,4776585,1437,131400,4869,21,0,137727,4638858,4292396,4048,4288348
Shikoku,201506,152141,60094,19506,231741,1020622,0,4,1020626,0,194,0,1252561,986400,0,,-7882,2231079,1023,56656,6874,2,0,64555,2166524,2000132,2724,1997408
Kyushu,201506,475941,116154,29154,621249,3921542,23,84895,4006460,0,110137,,4737846,2199131,44,,-45877,6891144,2473,147204,19047,8973,,177697,6713447,6123557,5839,6117718
Okinawa,201506,,,,,595046,484,71205,666735,,229,,666964,186001,,,0,852965,,57800,,4,,57804,795161,659379,527,658852
Hokkaido,201505,433555,24996,53794,512345,1275575,94,4435,1280104,0,14118,,1806567,541958,,,-10342,2338183,2211,78641,9995,2705,,93552,2244631,2283062,4616,2278446
Tohoku,201505,969574,63706,1212,1034492,3481358,322,22008,3503688,0,79428,,4617608,1516164,,,-19465,6114307,2289,146547,16760,9137,,174733,5939574,5741100,6225,5734875
Tokyo,201505,935954,98952,216021,1250927,14331036,0,12898,14343934,0,4460,,15599321,4746591,,,-176467,20169445,4978,483849,58299,203,,547329,19622116,18727667,32678,18694989
Chubu,201505,827389,,72803,900192,8232806,,0,8232806,0,4355,,9137353,837538,6,,-57340,9917557,4169,300455,25709,145,,330478,9587079,9477554,13159,9464395
Hokuriku,201505,601459,255122,0,856581,1130240,,63,1130303,0,596,,1987480,205000,,,-341,2192139,2197,76227,11179,36,,89639,2102500,2078695,2098,2076597
Kansai,201505,1388149,178523,78124,1644796,6696318,15288,1,6711607,0,1441,0,8357844,2378749,0,,-121670,10614923,6020,224139,34431,54,0,264644,10350279,10131206,12193,10119013
Chugoku,201505,179374,0,14302,193676,2514558,0,9145,2523703,0,948,0,2718327,1909740,0,,-17321,4610746,1188,121407,4812,22,0,127429,4483317,4319878,3823,4316055
Shikoku,201505,85614,53867,19045,158526,1054233,0,3,1054236,0,274,0,1213036,916036,0,,-14027,2115045,1035,54682,7195,2,0,62914,2052131,2025060,2609,2022451
Kyushu,201505,235890,25762,25286,286938,3973756,3,74076,4047835,0,112697,,4447470,2116771,88,,-35110,6529219,2153,146854,18887,9132,,177026,6352193,6179157,5610,6173547
Okinawa,201505,,,,,476939,482,57523,534944,,224,,535168,174492,,,0,709660,,49361,,5,,49366,660294,572371,372,571999
Hokkaido,201504,328477,42887,33336,404700,1573676,0,4270,1577946,0,13737,,1996383,519712,,,-3010,2513085,1547,94414,11976,2574,,110511,2402574,2503720,5059,2498661
Tohoku,201504,909070,58668,777,968515,3714771,69,20574,3735414,0,82018,,4785947,1606244,,,-10003,6382188,2637,148862,18946,9328,,179773,6202415,6321812,6524,6315288
Tokyo,201504,911974,152617,179234,1243825,15372831,0,12979,15385810,0,3141,,16632776,4227875,,,-78581,20782070,4607,494407,55716,136,,554866,20227204,20873848,31275,20842573
Chubu,201504,1002286,,124391,1126677,8211194,,0,8211194,0,5057,,9342928,942716,5,,-78091,10207558,4171,282695,24337,127,,311330,9896228,10099538,12101,10087437
Hokuriku,201504,649474,229025,0,878499,1190113,,53,1190166,0,438,,2069103,293892,,,-2247,2360748,2203,74516,10812,34,,87565,2273183,2256962,2074,2254888
Kansai,201504,1511606,133316,78522,1723444,7174401,27398,2,7201801,0,980,0,8926225,2054536,0,,-109330,10871431,5795,237624,37560,53,0,281032,10590399,10781796,11789,10770007
Chugoku,201504,362884,0,18440,381324,2689531,0,9761,2699292,0,761,0,3081377,1632862,0,,-2235,4712004,1494,133945,8506,16,0,143961,4568043,4670986,3871,4667115
Shikoku,201504,162824,91793,19849,274466,1283307,0,2,1283309,0,220,0,1557995,633292,0,,-1819,2189468,1011,59432,6996,3,0,67442,2122026,2064927,2493,2062434
Kyushu,201504,317633,33130,14375,365138,4109660,4,70984,4180648,0,97227,,4643013,1897278,74,,-19817,6520548,2061,148072,19758,8204,,178095,6342453,6516192,5290,6510902
Okinawa,201504,,,,,400556,669,48218,449443,,223,,449666,164063,,,0,613729,,41745,,3,,41748,571981,541125,350,540775
Hokkaido,201503,194205,23357,22781,240343,2130229,226,5499,2135954,0,14268,,2390565,544456,,,-2207,2932814,1622,123403,12084,2649,,139758,2793056,2586182,5238,2580944
Tohoku,201503,784714,52198,7038,843950,4941803,0,24373,4966176,0,89187,,5899313,1535737,,,-2342,7432708,2964,189004,22461,9443,,223872,7208836,6929264,7867,6921397
Tokyo,201503,591262,131341,49726,772329,17937367,0,13257,17950624,0,4618,,18727571,4587630,,,-16952,23298249,4573,556288,57166,296,,618323,22679926,21802387,30835,21771552
Chubu,201503,718670,,69668,788338,9918912,,0,9918912,0,7112,,10714362,831722,9,,-65512,11480581,4475,342959,25147,131,,372712,11107869,10531588,12013,10519575
Hokuriku,201503,419395,196425,0,615820,2042400,,48,2042448,0,412,,2658680,125204,,,-813,2783071,2486,115164,11323,38,,129011,2654060,2533808,2391,2531417
Kansai,201503,993104,105670,36998,1135772,8248548,35601,3,8284152,0,990,,9420914,3010414,0,,-54897,12376431,6015,267017,38032,51,0,311115,12065316,11236150,13109,11223041
Chugoku,201503,365665,0,21913,387578,3303191,0,11579,3314770,0,801,0,3703149,1741706,0,,-12693,5432162,1246,173628,9026,18,0,183918,5248244,5011851,4147,5007704
Shikoku,201503,160663,78196,17930,256789,1521944,0,3,1521947,0,241,0,1778977,738005,0,,-9812,2507170,1090,77292,7307,5,0,85694,2421476,2317681,2708,2314973
Kyushu,201503,272951,42624,39210,354785,4984156,5,78166,5062327,0,122562,,5539674,1808891,80,,-50561,7298084,2270,175498,20661,9687,,208116,7089968,6891700,5528,6886172
Okinawa,201503,,,,,409975,2816,46102,458893,,67,,458960,146981,,,-1054,604887,,40926,,1,,40927,563960,505470,362,505108
Hokkaido,201502,139597,30172,31156,200925,2125156,0,4582,2129738,0,13337,,2344000,601233,,,-284,2944949,1749,115718,10374,2380,,130221,2814728,2854976,5684,2849292
Tohoku,201502,497035,34683,1766,533484,5385864,0,22334,5408198,0,78085,,6019767,1396013,,,-1749,7414031,3176,205493,22009,8333,,239011,7175020,7063216,8082,7055134
Tokyo,201502,369274,83510,89404,542188,18474245,0,13001,18487246,0,4062,,19033496,4889017,,,-130406,23792107,5289,555248,57408,294,,618239,23173868,23639843,32630,23607213
Chubu,201502,435375,,54035,489410,10156593,,0,10156593,0,5675,,10651678,797958,8,,-55827,11393817,4453,335993,23068,99,,363613,11030204,11074196,12416,11061780
Hokuriku,201502,228276,131198,0,359474,2315957,,45,2316002,0,438,,2675914,76798,,,-833,2751879,2591,124092,10315,38,,137036,2614843,2581703,2519,2579184
Kansai,201502,737250,109216,15251,861717,8286022,35841,2,8321865,0,760,0,9184342,3079082,0,,-24554,12238870,5738,253822,34088,44,0,293692,11945178,11935130,12381,11922749
Chugoku,201502,267071,0,15283,282354,3203123,0,11358,3214481,0,595,0,3497430,1898174,0,,-7740,5387864,1484,155682,7576,13,0,164755,5223109,5194127,4287,5189840
Shikoku,201502,85729,39774,10664,136167,1465921,0,4,1465925,0,197,0,1602289,866843,0,,-11378,2457754,1003,75841,6532,4,0,83380,2374374,2309552,2502,2307050
Kyushu,201502,177725,17964,11570,207259,5053123,19,76879,5130021,0,114763,,5452043,1931717,82,,-16313,7367529,1785,173737,18556,8835,,202913,7164616,7100704,5193,7095511
Okinawa,201502,,,,,399981,2206,42157,444344,,44,,444388,117874,,,-354,561908,,41256,,3,,41259,520649,523837,322,523515
Hokkaido,201501,141869,27507,18107,187483,2460589,213,5011,2465813,0,14882,,2668178,687053,,,-235,3354996,2112,130249,11483,2627,,146471,3208525,3197196,6709,3190487
Tohoku,201501,552054,42809,3257,598120,5781223,0,25618,5806841,0,82789,,6487750,1798924,,,-2882,8283792,3565,214191,24663,9164,,251583,8032209,7898191,9118,7889073
Tokyo,201501,515431,96658,107670,719759,19916738,0,14268,19931006,0,3944,,20654709,5507014,,,-139722,26022001,6227,613550,63615,310,,683702,25338299,24343651,35101,24308550
Chubu,201501,500436,,43680,544116,11014851,,0,11014851,0,6495,,11565462,781732,9,,-28962,12318241,4891,370238,25506,151,,400786,11917455,11852926,14098,11838828
Hokuriku,201501,270834,142632,0,413466,2407779,,38,2407817,0,355,,2821638,210023,,,0,3031661,3068,134097,11799,38,,149002,2882659,2893336,2967,2890369
Kansai,201501,767130,72877,29973,869980,9507367,14398,1,9521766,0,609,0,10392355,3242102,0,,-57648,13576809,6531,286780,39541,44,0,332896,13243913,13177845,14142,13163703
Chugoku,201501,297913,0,14841,312754,3564546,0,12734,3577280,0,541,0,3890575,2075706,0,,-5119,5961162,1670,173678,8172,16,0,183536,5777626,5713358,4942,5708416
Shikoku,201501,123606,34532,12675,170813,1558097,0,3,1558100,0,179,0,1729092,988758,0,,-8316,2709534,1066,81816,7437,9,0,90328,2619206,2623650,2809,2620841
Kyushu,201501,197657,17285,5550,220492,5487613,22,85106,5572741,0,128781,,5922014,2152790,119,,-9580,8065343,1884,187710,20747,9757,,220098,7845245,7985166,5798,7979368
Okinawa,201501,,,,,476152,656,45921,522729,,102,,522831,105402,,,-1041,627192,,46841,,1,,46842,580350,593055,409,592646
Hokkaido,201412,164219,23383,15348,202950,2497726,4,5186,2502916,0,14859,,2720725,610040,,,-396,3330369,2058,130783,11449,2628,,146918,3183451,2495814,5512,2490302
Tohoku,201412,639884,19385,5989,665258,5615147,2682,26034,5643863,0,85482,,6394603,1893558,,,-5925,8282236,2871,215044,23645,9290,,250850,8031386,6712185,8316,6703869
